Customer_ID,account_age_months,avg_order_value,total_orders,days_since_last_purchase,discount_usage_rate,return_rate,customer_support_tickets,loyalty_member,browsing_frequency_per_week,cart_abandonment_rate,product_review_score_avg,engagement_score,satisfaction_score,price_sensitivity_index,churned
4e1913a6-d45e-4cde-954e-e78a5852fca4,20,39.59,1,5,0.162,0.0352,2,No,4.1,0.541,2.89,6.15,6.44,3.9,No
afeceac6-b9c9-4993-ba4c-ed49907a1c30,16,59.59,1,18,0.612,0.4752,4,No,5.7,0.583,2.4,6.03,3.15,6.9,No
657506ef-4ca2-4867-bbb9-07bfb8e09b37,56,36.67,29,51,0.231,0.3096,3,Yes,3.1,0.511,3.63,4.45,5.6,4.4,No
da100b09-c870-4b4d-a7bf-069624da0ba1,7,70.35,2,52,0.218,0.0096,1,No,2,0.705,2.01,3.13,6.31,4.1,Yes
acf908e2-610b-44c9-9abf-ea5a1199f53e,55,59.91,1,12,0.59,0.0496,0,No,1,0.868,2.95,4.77,7.78,6.8,No
82f4d696-d7ce-4aa3-a236-cada16399553,3,147.92,1,13,0.257,0.0128,0,No,3.8,0.548,4.14,5.65,9.1,3.9,No
35da02e6-b39d-430b-bbfe-b54ba33a1aaa,40,42.45,31,17,0.099,0.0272,0,No,1.2,0.739,4.12,5.58,9.03,3.4,No
caa0d0b9-567f-4245-9ed1-9bff1197c94b,54,88.28,28,36,0.055,0.168,4,No,5.1,0.47,1.83,5.83,3.6,2.9,No
337371d4-0e90-452e-9a80-92a28d9f7417,28,72.84,8,8,0.301,0.028,2,No,3.3,0.251,3.25,5.97,6.82,4.7,No
b3d55185-58b6-44ff-9d9f-52ba25b8de9f,32,60.54,1,61,0.196,0.0144,0,No,7.4,0.663,4.19,4.45,9.14,4,No
6696390a-0c51-4e80-9171-e5e39d49402d,60,45.96,1,55,0.549,0.0208,0,No,3.1,0.627,5,3.32,9.93,6.6,No
0f934ba0-cf16-49ef-bf43-1bd47829b88f,46,58.97,1,6,0.021,0.0464,0,No,5.6,0.722,4.14,6.6,8.99,2.8,No
9f10b29d-8c58-42f7-b478-a18ec9d93446,40,58.64,1,4,0.427,0.0608,0,No,0,0.226,4.46,4.83,9.26,5.6,No
b37d1080-7df1-4960-a018-1b1cc3a85edc,4,184.01,1,8,0.407,0.0696,2,No,0,0.613,2.87,4.63,6.3,4.7,No
2a71d17c-069e-4a75-8bdc-7c3c34eea426,39,47.38,10,1,0.442,0.012,0,Yes,2.6,0.467,4.03,6.15,8.99,5.8,No
4c04cd38-a0af-498f-969a-fe22751fac2a,15,50.3,1,15,0.303,0.0544,1,No,3.8,0.365,4.3,5.55,8.45,4.8,No
5ea4716d-f89c-4a51-a16b-66959cda9570,45,30.66,1,7,0.027,0.0976,0,No,0.5,0.314,3.24,4.85,7.91,3,No
b908aefa-a6ec-4e70-806b-58f1d233007b,19,43.76,1,10,0.443,0.0152,1,No,3.1,0.594,3.26,5.57,7.54,5.8,No
cadfe7ec-a617-41d7-9ee1-adfe9bf73951,5,98.41,1,38,0.294,0.0904,2,No,3.1,0.266,5,4.17,8.37,4.5,No
d587cc98-4517-4803-9b0a-f70fd9f8b98d,30,70.13,8,14,0.545,0.0424,0,No,2.5,0.763,4.23,5.4,9.09,6.4,No
f8a3713f-04f2-4817-aaa6-ebf593d5de66,47,86.93,24,8,0.25,0.0056,1,Yes,5.4,0.775,5,7.2,9.31,4.2,No
1a02db7d-52c7-417a-bebd-17ba9e15acb2,44,33.12,12,25,0.45,0.012,0,No,3.8,0.705,3.99,5.42,8.95,6,No
fce8763c-7223-4ebf-8e17-a2d9a12d6a2c,4,79.26,1,62,0.129,0.012,0,No,2.3,0.175,4.82,2.7,9.78,3.4,No
cd78eb6b-954e-4709-bd1a-d62d7eda787d,47,49.97,1,142,0.465,0.0312,2,No,3.2,0.831,4.57,1.1,8.13,6,Yes
1bd6f5ff-2f44-4db8-83cb-b0abba88575f,31,122.67,1,20,0.202,0.0112,0,No,2.6,0.364,5,4.9,9.96,3.7,No
5ac67a39-7bca-4ebc-b507-5859c5233256,28,126.81,1,17,0.073,0.016,0,Yes,4.6,0.688,4.69,5.72,9.64,2.8,No
2b1fc353-6fa9-466f-9fdc-9419e92a6f0d,51,135.7,1,13,0.208,0.0168,0,No,0.6,0.95,2.17,4.58,7.11,3.6,No
ea088ad2-7e7f-440e-9812-2dc3e138dcae,23,42.04,6,21,0.136,0.0056,0,No,6.2,0.554,3.76,6.22,8.74,3.7,No
95ba29c8-4801-4aaa-9f74-334b3df09fae,47,20.71,12,19,0.376,0.028,0,Yes,2,0.962,5,5.12,9.91,5.5,No
fbb35d34-3f9d-441a-af99-0463591cad0c,29,202.56,8,37,0.209,0.0568,2,No,5.4,0.621,4.06,5.22,7.54,3.2,No
985b0ba3-06ed-4285-961c-bbd323045526,30,99.35,1,16,0.093,0.1312,1,No,3.4,0.571,2.67,5.37,6.57,3.1,No
747911d0-d579-4c0d-acd3-5a14a6926d47,43,155.47,22,16,0.17,0.188,0,Yes,3.6,0.482,4.36,6.13,8.73,3.3,No
9febbde7-a190-425b-a566-fde405b164e6,58,93.26,15,10,0.135,0.048,1,Yes,4.1,0.482,2.48,6.37,6.65,3.4,No
bd0a5c44-4e6e-4a46-a9d9-c220d5c0c09c,50,39.95,38,43,0.257,0.1192,2,Yes,4,0.296,2.77,5.45,6.04,4.6,No
878b003e-b16c-4d68-933b-29f557433d75,24,130.76,7,4,0.251,0.0496,2,No,3.4,0.53,4.52,6.17,8.02,4,No
764a1887-b3f3-4b22-ba22-67b62bd58df2,10,102.86,6,24,0.139,0.044,1,No,0,0.845,2.06,4,6.25,3.4,No
61f75e53-bcc0-4745-ab48-3fee266f811d,48,110.81,13,3,0.24,0.1568,1,Yes,4.6,0.432,4.51,6.82,8.32,4,No
5da285d5-e4b5-4544-aa8c-7b8140bf37c3,47,91.24,1,8,0.468,0.0112,1,No,3.4,0.667,2.8,5.77,7.1,5.7,No
1c0d4281-346f-409b-a5b4-7df30830f751,30,61.2,1,47,0.415,0.104,0,No,2.5,0.659,3.58,3.52,8.23,5.5,No
c772a834-d514-4fa6-850e-f16d398731f4,58,23.23,1,6,0.452,0.0736,1,No,3.4,0.356,4.4,5.87,8.49,6,No
73216c16-e15e-4eeb-9afb-17fe4c0113f4,23,100.24,6,0,0.311,0.1088,0,No,2,0.878,3.58,5.87,8.22,4.6,No
25c017bf-0576-4e7c-abe9-a2a8074f5c11,39,122.63,10,89,0.157,0.0112,0,No,0.1,0.602,4.17,1,9.13,3.4,Yes
e43200f7-e1fc-4874-8d03-cbfced6b23f7,60,32.34,16,0,0.217,0.068,2,Yes,2.4,0.775,4.43,6.33,7.87,4.3,No
493f77ed-5dd8-4dd7-b87d-6085357af848,21,43.16,6,28,0.271,0.0896,2,No,0,0.466,2.85,3.8,6.22,4.6,No
71b93459-28f2-4bbf-aae9-bd77ce7d5308,57,60.79,1,9,0.214,0.0032,1,No,4,0.622,4.05,5.92,8.37,4.1,No
b0bbba91-f290-4bad-9f9f-b60665d225c4,1,109.69,1,10,0.241,0.244,1,Yes,2.8,0.862,4.16,5.47,7.68,4,No
18affe63-f218-4b5d-b9ab-24644636357c,40,72.93,21,5,0.266,0.1144,1,No,0.2,0.584,3.81,5.52,7.76,4.4,No
f1712236-1b33-49e8-a1c3-2de529d19de5,10,25.37,1,24,0.272,0.1376,1,No,5.6,0.468,3.46,5.7,7.33,4.8,No
ef7c7ef1-487c-4b31-9bd8-968d74806842,29,72.14,8,1,0.147,0.0832,1,No,6.4,0.321,3.3,7.35,7.36,3.6,No
e542d40b-0d31-4762-b1da-23461602e654,31,83.6,8,23,0.199,0.06,0,No,2.2,0.452,4.86,4.85,9.66,3.9,No
915b5a47-23af-4772-8742-c369e997fe1e,30,74.55,23,19,0.229,0.0464,2,Yes,1.9,0.186,4.66,5.45,8.17,4.2,No
785f5fc1-1310-45b3-bd48-9ddee136e4e4,39,52.36,10,11,0.161,0.0088,0,Yes,2.3,0.706,4.26,5.55,9.23,3.8,No
87e9704b-9ce9-49a5-a05f-a10248134763,11,11.48,1,35,0.198,0.3072,1,No,0,0.762,3.19,3.28,6.5,4.3,No
b16be8ae-bc96-4649-ba70-682aa34cb426,43,43.27,1,31,0.17,0.0232,1,No,1.7,0.813,4.11,4.05,8.37,3.9,No
ebce6ca3-d4cb-4206-b4ef-9cb6e4de6bbf,50,112.46,1,7,0.568,0.1656,3,No,1.3,0.451,3.74,5.12,6.19,6.3,No
d3073bf5-1db1-4b94-9ae9-1b2c061627cb,22,53.93,12,31,0.163,0.0512,0,No,3.6,0.717,4.67,5.05,9.5,3.8,No
ef52368b-b45f-4d7b-b033-9db7bd1ca69e,50,85.63,13,105,0.285,0.1392,1,No,2.4,0.442,4.68,1.23,8.55,4.5,Yes
b3983a82-d636-44cd-b8e3-f458ca797067,59,52.75,1,24,0.343,0.0264,0,No,3.8,0.756,3.3,5.1,8.21,5.1,No
4e3d42bd-9806-4caf-bcae-73956cf7357e,25,51.57,13,14,0.094,0.0432,1,No,1.5,0.791,2.74,5.23,6.93,3.3,No
c0859776-4130-44ed-806c-4562cb6ca995,25,283.57,7,6,0.215,0.0072,1,No,2.2,0.646,4.69,5.67,9,2.8,No
a1145fbb-b976-4b76-9e35-7f5368b52272,52,256.26,27,18,0.331,0.008,0,No,2.7,0.689,5,5.9,9.97,3.8,No
a86feea3-fa61-4053-a847-657b6031bdce,25,49.48,1,18,0.474,0.184,1,No,4.4,0.326,2.98,5.6,6.7,6,No
dc874003-724a-4c94-81bd-8514e23338d2,35,93.34,1,5,0.444,0.1216,0,No,2.6,0.544,4.31,5.65,8.9,5.5,No
7fdfa184-812c-4cba-afc9-c81c6ecee66f,50,51.37,1,35,0.277,0.0912,2,No,6.6,0.352,3.82,5.48,7.18,4.6,No
51e6622e-4d07-435a-8ac9-d2bd1d73e193,35,32.84,1,55,0.109,0.0616,1,No,3.5,0.451,3.09,3.45,7.22,3.6,Yes
f6bd4d38-1b11-4b75-ac47-fc0a6c76620d,46,80.44,12,44,0.055,0.0168,2,No,0,0.737,1.65,3.2,5.26,2.9,Yes
43a9745d-508c-48d1-9971-3e99ff2ce492,35,102.69,1,17,0.066,0.0608,0,No,2.4,0.561,4.38,4.98,9.18,2.8,No
ffe84639-da92-49bf-869a-184071805769,47,136.41,1,22,0.054,0.2144,0,No,0.2,0.591,2.98,4,7.27,2.6,No
a5dd4b05-5761-44e1-aff3-81e32394a6b0,44,50.46,12,84,0.32,0.028,1,No,0.6,0.804,3.51,1.4,7.75,4.9,Yes
3b8800d5-ce2f-4756-9e41-d24f53cf0800,17,45.14,1,2,0.352,0.0168,0,No,5.4,0.654,2.97,6.73,7.91,5.2,No
861e65f5-4c14-4074-a563-80a61c98a0fd,54,42.7,14,15,0.144,0.0328,2,No,3.3,0.824,3.89,5.82,7.45,3.8,No
1c2b2101-2771-4f4d-bddf-ee11834ab9e6,9,136.28,1,24,0.204,0.0904,1,No,5,0.497,5,5.5,9.03,3.6,No
db2815ab-90dc-4ffe-9964-4e4b4396919e,11,37.21,12,30,0.163,0.1056,4,No,3.7,0.63,2.89,5.13,4.87,3.9,No
55c2df48-baf0-44c5-b757-498327189360,39,39.96,30,18,0.109,0.1336,0,Yes,0.6,0.65,3.78,5.3,8.33,3.5,No
0d3fdbd0-f573-42bf-8177-1e688ff0ece9,12,186.08,1,13,0.202,0.032,0,No,0.9,0.273,4.62,4.68,9.51,3.3,No
7306e08d-8c05-4271-97b0-811fabd03c8f,24,70.66,7,5,0.313,0.1752,3,No,0.5,0.62,3.93,5.15,6.35,4.8,No
62aba0b1-c7f0-48f4-b07f-9bea6d07b3fd,27,96.26,7,13,0.158,0.0712,1,Yes,2.3,0.837,3.25,5.35,7.35,3.5,No
e54a64cd-e3d4-49ac-b8bb-40e195b4792f,22,68.91,12,40,0.326,0.0544,0,No,2.6,0.092,5,4.27,9.82,4.9,No
cd62dbe2-b2b8-40b9-b60b-f5f197461f0f,6,48.91,2,14,0.22,0.104,2,No,4.5,0.624,4.02,5.87,7.34,4.2,No
1e0876cd-bec4-4950-9bef-4b2ac74a0fe2,5,91.92,2,69,0.517,0.0768,2,No,3,0.826,3.03,2.62,6.44,6.1,Yes
13cb436d-6358-4167-9136-af9960a9f7d2,32,28.8,1,44,0.384,0.4336,1,No,1.1,0.602,3.16,3.2,6.05,5.5,Yes
8e436512-b1de-4070-bf0e-6244e1140484,57,70.85,43,27,0.473,0.0472,1,No,6.2,0.589,3.97,7.15,8.15,5.9,No
ecbb760d-7be4-40b0-922b-c9adeea05885,51,63.29,13,17,0.466,0.2104,1,No,4.6,0.55,3.57,6.12,7.2,5.9,No
3dad8e0b-2eb1-46fb-926d-19b94895c965,9,74.27,3,116,0.266,0.0656,1,No,2.3,0.905,2.78,1,6.89,4.4,Yes
64747d35-f736-488b-9cbe-f85dd7a6abba,31,50.16,1,2,0.215,0.0064,0,No,3.3,0.564,3,6.03,7.98,4.2,No
f51738cf-6ed4-4b56-9799-0006ad2377ce,16,48.32,1,8,0.421,0.1936,1,No,1.9,0.821,2.68,5.27,6.37,5.7,No
2db4715e-ea94-4f1e-9040-24513cc65be6,37,17.21,10,16,0.285,0.0544,2,No,4.5,0.644,3.7,6.03,7.19,4.9,No
c196473e-1611-4384-9991-e3eec0c07f84,19,81.09,5,81,0.144,0.0144,1,No,0.6,0.56,3.25,1.32,7.54,3.5,Yes
e714b754-8fd8-452e-a8ae-63f9cf86f776,24,112.8,13,56,0.136,0.0024,0,No,3.9,0.657,4.52,3.93,9.51,3.3,No
18113bd9-8080-4b06-802f-b7e9c43e05a4,12,57,7,14,0.086,0.0784,2,No,1.4,0.431,3.24,5,6.65,3.3,No
431fefc9-5cd8-421c-95f1-349f7ffbc135,41,70.12,21,36,0.423,0.0168,0,No,0.4,0.642,3.9,4.03,8.84,5.5,No
02c210ca-6e46-42f8-8fe1-0155226741ba,11,33.01,1,38,0.12,0.0832,1,No,7.4,0.781,4.18,5.6,8.24,3.6,No
a221cc8b-1ef9-4df5-b062-10b87b749cc3,45,78.59,12,40,0.237,0.1376,1,No,5,0.794,3.74,5.07,7.61,4.2,No
08bef162-86ba-45e1-a51e-c8cde5bc3a99,25,35.47,1,88,0.341,0.0608,0,No,4.9,0.79,4.3,2.27,9.1,5.2,Yes
64504323-fd82-4031-a60f-b51602566833,23,67.4,6,7,0.014,0.1632,2,No,5.8,0.613,3.84,6.78,6.96,2.7,No
a49de484-474e-4494-a8af-40957407e0df,55,34.94,1,11,0.278,0.1256,2,No,4,0.675,4.61,5.82,7.86,4.7,No
1840f9da-ee89-431a-b170-204c0bca8b3b,46,17.31,12,38,0.126,0.108,0,No,4.2,0.558,3.3,4.9,7.94,3.8,No
32a8f3f3-b15e-457a-b727-37502432748a,54,84.55,28,10,0.096,0.0768,1,No,3.9,0.509,4.36,6.73,8.44,3.2,No
bf1790a6-e457-4d57-8f3c-ff580999d06a,34,94.09,9,31,0.637,0.04,0,No,4.1,0.341,4.81,5.12,9.68,6.9,No
d40d31a0-358a-4750-bdca-8abbd3163c3c,15,217.64,1,1,0.263,0.004,1,No,1.6,0.522,3.29,5.52,7.61,3.5,No
99ca5808-f7d6-4a56-8bc7-942499f91da2,57,20.97,1,15,0.172,0.0672,1,No,4.9,0.517,3.08,5.92,7.19,4.1,No
b871e7c0-3bc1-4364-829e-99c688557dfe,52,101.9,14,7,0.147,0.12,1,No,5.2,0.737,4.59,6.85,8.52,3.4,No
06a2d08e-f78e-47e6-a31e-464b7a9f623b,43,33.84,11,107,0.458,0.032,1,No,4,0.302,3.74,1.7,7.97,6,Yes
83c276ca-bfa2-4f97-92ab-eaa205a629af,48,44.76,13,73,0.307,0.0696,0,No,0.1,0.254,5,1.82,9.77,4.9,Yes
b3dfdb33-bbe4-4286-99c9-6e90845d8b50,3,51.99,3,12,0.285,0.068,1,No,7.8,0.308,5,7.1,9.11,4.7,No
a1250509-5f1c-4193-b4fd-2b32b2985015,14,82.32,4,10,0.228,0.056,0,No,3.2,0.695,3.76,5.7,8.57,4.1,No
2f21de5a-a3a9-4b39-8b75-a501b5249d67,20,66.96,6,61,0.185,0.048,0,Yes,6.2,0.944,4.09,4.22,8.93,3.9,No
9bf417dd-6f7b-43bc-8c26-187521916973,57,96.6,1,69,0.239,0.0904,0,No,4,0.484,5,2.92,9.7,4.1,No
4dc235a6-397e-496e-a49a-649f5e706281,48,68.46,1,24,0.194,0.0224,0,No,2.5,0.753,4.03,4.67,8.96,3.9,No
78474bd2-5197-4495-918a-bd4279866b40,57,70.89,29,10,0.567,0.148,0,Yes,6,0.291,4.68,7.47,9.19,6.5,No
fe596413-1eaa-4826-b676-d062eb5b9d78,49,91.55,13,9,0.251,0.0912,0,No,4.3,0.202,3.25,6.42,7.95,4.2,No
68fdbf9d-9cf0-4995-addd-309b53ae918f,26,73.26,7,28,0.318,0.1608,2,Yes,2.3,0.589,3.89,4.6,7.02,4.8,No
bcf87e70-7937-4133-9fcd-fa21a73f3aa0,44,104.99,1,1,0.205,0.1416,2,No,1.5,0.81,3.57,5.48,6.76,3.8,No
01fec0ed-dff9-4142-af42-8a814dc8e616,37,70.03,1,28,0.254,0.108,1,No,4.4,0.716,3.96,5.1,7.93,4.4,No
37fb3647-73ef-47cd-ae60-9ad8f7022ddb,59,68.95,30,38,0.458,0.0056,0,No,3.8,0.737,3.82,5.37,8.8,5.8,No
89613d1d-a299-404e-ba18-0beaa9a4384c,4,113.87,1,33,0.504,0.4936,4,No,3,0.569,1.85,4.38,2.54,5.8,Yes
3877ea2a-3955-460d-b1d5-2f6cbfc2449b,40,138.89,1,8,0.335,0.0968,0,No,5.1,0.147,2.87,6.33,7.55,4.5,No
5db15fa4-5213-4668-b0f9-e20ad80a3362,59,84.42,15,18,0.428,0.0232,1,No,5.5,0.485,5,6.43,9.26,5.5,No
e8ccdec9-4567-474b-85fd-f745bc03a7b8,46,45.27,35,71,0.368,0.36,3,No,4.5,0.486,4.97,4.12,6.77,5.3,Yes
fd612a97-ced9-4285-9070-4869e69f6e3e,52,21.7,1,9,0.246,0.0216,0,No,2.9,0.624,3.46,5.55,8.39,4.6,No
b5bc4d1d-8996-497a-a5c7-c501b7b0590a,51,10,1,10,0.245,0.2024,0,No,2.9,0.447,4.04,5.5,8.37,4.7,No
88a8e6e7-035c-40f7-804a-7447a2151b45,46,53.21,24,6,0.181,0.0168,0,Yes,5.3,0.305,2.86,7.27,7.8,3.9,No
15fcce0b-6a3d-43b4-a942-4916e8900b5e,54,73.99,1,19,0.347,0.0184,1,No,3.6,0.386,2.65,5.28,6.92,5,No
d37cbd2d-7413-445d-87f8-578a12b27ae2,35,18.62,9,11,0.051,0.128,1,No,2.1,0.483,4.32,5.45,8.23,3.2,No
68cc2912-8fa4-4ce8-9973-63fff95b4eaf,53,26.28,27,10,0.346,0.0056,1,No,0,0.78,4.74,5.4,9.05,5.3,No
939b9f6e-ff93-46bb-af24-e8e9d3045e97,57,114.23,1,59,0.424,0.0472,1,No,0,0.875,2.25,2.08,6.43,5.3,Yes
738a1ce2-ebfd-44de-ac35-fd36061b1dfd,23,57.12,24,0,0.239,0.0736,2,No,0.1,0.634,3.3,5.83,6.72,4.3,No
81b84612-4ebe-4e13-a38b-9668da3b6dd6,47,37.93,1,36,0.332,0.0848,3,No,0.3,0.825,2.15,3.33,4.87,5.1,Yes
7312e932-dd14-4aab-86a9-02d2032aa02d,25,25.46,7,24,0.113,0.0992,0,No,7.8,0.743,4.9,6.63,9.57,3.6,No
1b46ac35-1c9e-4a96-a383-8b9f3543080d,36,107.05,10,28,0.278,0.076,1,No,4.9,0.615,4.68,5.57,8.76,4.3,No
87096e50-201e-4393-a293-99d3e10dba4e,13,47.9,7,87,0.166,0.0776,0,No,0.8,0.877,4.91,1.15,9.65,3.9,Yes
38e5fd98-6628-4e7b-8524-4843bf322f90,57,81.14,29,11,0.429,0.1248,2,Yes,0.8,0.938,3.07,5.68,6.32,5.5,No
b9e293f1-c401-4256-b3b9-2d58a79d1897,51,49.12,13,20,0.331,0.0216,1,Yes,3.8,0.248,3.81,5.7,8.07,5,No
a25421e9-61cf-450e-acc1-e4859b29e872,28,36.12,1,47,0.161,0.0456,0,No,3.7,0.353,3.04,3.92,7.89,3.9,No
1f07a49a-ebbb-4618-b748-932b05769b00,49,49.47,1,74,0.308,0.1408,0,No,3.5,0.645,3.63,2.5,8.16,4.9,Yes
80e744b8-6dd6-49ec-9b19-ef40352af415,10,81.33,8,21,0.523,0.0168,0,Yes,3.1,0.151,4.06,5.25,9,6.2,No
ce73e5fc-45e3-4cce-9068-9f8d46efec5b,57,45.33,1,25,0.256,0.0536,0,No,2.3,0.611,4.86,4.55,9.68,4.5,No
d6f1f06e-3d5f-4bac-9b3b-c56e1c0f388c,51,44.99,13,9,0.546,0.1056,0,No,4.4,0.41,2.97,6.45,7.62,6.6,No
4f1533a2-326b-435b-81ae-2863ba1efd29,13,127.46,1,28,0.511,0.0008,0,No,3.4,0.412,4.19,4.77,9.19,5.8,No
a24a015f-e3ba-4d9b-8df2-6ab9027479a0,44,109.15,12,20,0.066,0.0376,0,No,5.6,0.767,5,6.27,9.87,2.8,No
ec163732-60ec-4d81-8f66-a759dbb7db54,3,84.51,1,102,0.475,0.0856,1,No,3,0.413,4.16,1.03,8.21,5.8,Yes
44afba58-1efc-4d6b-ab83-2e8551026352,19,50.51,1,64,0.621,0.1608,2,No,0.7,0.426,3.13,2.07,6.26,7,Yes
ad4b28cd-678f-4ceb-99c8-f7ada8645e1e,54,39.87,1,46,0.275,0.0456,1,No,3.5,0.574,3.93,3.9,8.11,4.7,No
9c54ad06-c6ab-4029-ae6d-77049d2ec9c1,18,182.31,5,23,0.196,0.0104,1,No,3.3,0.925,4.67,5.12,8.97,3.3,No
d3d8933d-ec67-40a3-9cae-662f9af5eb13,43,125.99,1,24,0.41,0.0224,2,No,4.4,0.599,3.37,5.3,6.96,5.1,No
7b3431df-5c65-4ace-869b-9a9b4c06c872,50,92.97,1,9,0.1,0.1504,1,No,4.2,0.643,3.1,5.98,6.93,3.1,No
be0e13cb-9f01-43c4-a463-b70025c46ab9,38,318.52,20,66,0.047,0.0112,0,Yes,3.2,0.481,4.29,3.43,9.25,1.4,No
0805e1d0-4ffa-4828-92c0-5e0380313e73,46,36.56,12,22,0.562,0.0896,0,No,4.6,0.468,5,5.83,9.7,6.7,No
112fa379-cb94-43ce-a91e-11c10b2646c1,59,133.2,1,14,0.021,0.1648,2,Yes,3.6,0.339,3.05,5.53,6.17,2.3,No
b6e93847-6f41-4b57-97f7-4d05bc2fcf3b,57,138.54,1,22,0.127,0.0832,0,No,3.4,0.755,2.7,5.07,7.42,3.1,No
45fca24f-4d0b-4b9b-a5be-517ef741e6a7,20,59.97,21,15,0.162,0.0144,0,No,4.6,0.912,5,6.48,9.95,3.8,No
a5674415-883e-4a26-9ed7-d6fe6a5a55ca,13,68.58,4,19,0.43,0.0696,0,No,0,0.562,3.69,4.18,8.46,5.6,No
c67dd173-ee85-4813-81d9-729c8a422410,2,145.16,2,14,0.175,0.0392,0,No,3.5,0.771,4.58,5.53,9.45,3.4,No
15dbf215-794e-41dd-ae49-e041d2eb92cd,12,126.23,1,2,0.438,0.0448,1,No,3.1,0.251,4.29,5.97,8.47,5.3,No
1455a289-4976-4d62-a96c-b5ff8d4aaae5,55,55.47,1,22,0.23,0.0376,1,No,1.8,0.391,4.96,4.53,9.17,4.3,No
29a872c8-9dce-4096-b707-f16cbd1c7597,7,147.5,6,14,0.123,0.0048,1,No,0.4,0.796,5,4.63,9.32,3,No
4f31c52a-54a9-4063-9f04-4c6c1b940827,50,69.01,1,43,0.326,0.0888,1,No,1.1,0.679,4.63,3.25,8.67,4.9,No
d181b31a-8df2-408d-9f5c-74fda3c5412e,59,134.66,30,6,0.308,0.0456,0,Yes,2.8,0.438,4.99,6.63,9.84,4.3,No
bcd1ba0f-0a5b-471e-9a0c-12222b385b19,2,36.51,2,21,0.603,0.0592,0,No,4.5,0.794,4.19,5.52,8.99,7,No
9d73f702-1959-494c-945a-3cad8bb34837,21,63.98,1,14,0.275,0.0464,0,Yes,6,0.312,3.24,6.33,8.09,4.5,No
ee8f06da-b19e-40fe-9f6c-a16c933691e4,36,57.46,28,1,0.125,0.1416,2,No,0.3,0.812,3.11,5.98,6.3,3.5,No
74c2e3e8-6815-43e6-9fe1-c0a38a9a6f3f,38,52.29,10,19,0.519,0.188,0,No,4.6,0.757,4.79,5.92,9.16,6.3,No
e5b45db5-b408-48bd-8362-0c6efedd2e98,54,181.24,1,13,0.538,0.0304,0,No,4.2,0.242,4.82,5.78,9.72,5.7,No
649caefe-29b6-409d-8e6c-e1d136d5215c,43,114.34,1,46,0.318,0.0472,0,No,5,0.677,3.74,4.4,8.58,4.5,No
511eb371-90e0-45e0-ac06-08f50d35a250,9,86.96,1,69,0.376,0.0152,1,No,3.3,0.728,3.3,2.68,7.58,5.1,Yes
40574dcd-2314-4a82-8585-0c3cbf0b07d4,48,88.26,25,13,0.344,0.1384,2,No,3.3,0.251,3.7,6.28,6.91,4.9,No
59b5fd91-f8fa-4368-8974-6dfbe72e77ba,27,75.25,1,75,0.268,0.0296,1,Yes,2.5,0.217,3.14,2.12,7.37,4.4,Yes
e3df3255-5192-48b7-82a0-7c46042ab8f2,11,67.9,9,34,0.68,0.0352,1,No,2.9,0.71,2.87,4.57,7.09,7.4,No
967e3d3c-4024-4150-add1-1452d22c9585,25,29.54,7,20,0.173,0.0632,0,No,2.6,0.37,4,5.1,8.79,4,No
374edb62-c65b-4c04-8808-edbdcf0dfaee,27,53.64,21,56,0.438,0.06,2,Yes,1.5,0.957,3.57,3.4,7.04,5.7,No
7e1e3ea8-a525-4f3f-9a40-61a989d7afd2,27,98.81,7,24,0.607,0.1488,1,No,2.5,0.846,3.85,4.87,7.69,6.7,No
1b504d2b-706e-4f9d-baff-d5c0a5a6ab6c,5,48.7,1,4,0.293,0.04,1,No,1.5,0.488,3.06,5.33,7.26,4.8,No
9c51d09c-5920-43f9-ad7b-551f95f7fed8,17,27.46,9,4,0.042,0.1224,3,No,1,0.359,3.84,5.43,6.43,3.1,No
9816802d-93f8-4cb2-b73e-8a27be108040,24,150.23,13,89,0.475,0.1976,0,No,0.1,0.336,5,1.02,9.34,5.4,Yes
c7331d9c-ad3c-4089-b17f-457591d94d0c,2,25.29,1,19,0.208,0.1136,1,No,6.5,0.79,3.5,6.25,7.45,4.3,No
e5a6874c-2063-4532-907b-f1c5ec189318,39,77.52,1,6,0.808,0.0216,1,No,5,0.268,3.98,6.4,8.24,8.2,No
d2f302a4-2717-4000-83af-07ab3191aea6,27,93.24,7,9,0.347,0.0376,0,No,0.9,0.82,4.64,5.08,9.51,4.9,No
44d4d688-7125-42d8-a734-859b7c24046d,19,61.42,15,9,0.142,0.064,1,No,4.4,0.526,3.68,6.52,7.8,3.6,No
8f390f3c-9424-42ed-b012-21f3b970cd2e,47,71.69,24,21,0.312,0.1024,2,Yes,6.4,0.592,3.86,6.88,7.19,4.8,No
e370dc24-f568-4fde-9df9-a1e6e645b0bd,21,80.96,11,20,0.16,0.0056,1,No,4.4,0.822,4.79,5.83,9.1,3.6,No
5ae4d228-d5b0-4c1c-828e-7c68eb89f495,51,52.42,13,1,0.259,0.0632,0,Yes,5.2,0.268,3.61,7.12,8.4,4.5,No
7d68d275-9dd4-49c2-a887-ca82590ee43b,7,85.11,1,2,0.245,0.2504,1,No,0,0.843,2.74,4.93,6.24,4.2,No
48c159ba-da5d-4542-9ab7-7ddae71753fe,14,77.59,11,65,0.163,0.2464,2,No,0.9,0.406,2.43,2.42,5.28,3.7,Yes
